Group_Type,City,Avg_Restaurant_Count,Total_Restaurant_Count,Locality_Count,Locality,City_Count
Locality,,4.0,4,,Evans,1.0
Locality,,1.0,1,,"Express Avenue Mall,  Royapettah",1.0
Locality,,2.0,2,,Faerie Glen,1.0
Locality,,1.0,1,,Fairground,1.0
Locality,,1.0,1,,Fatmawati,1.0
Locality,,2.0,2,,Federal Street,1.0
Locality,,1.0,1,,Fereej Bin Mahmoud,1.0
Locality,,1.0,1,,Fernley,1.0
Locality,,2.0,2,,Feroze Shah Road,1.0
Locality,,1.0,1,,Festival City,1.0
Locality,,1.0,1,,Flaxton,1.0
Locality,,3.0,3,,Flowery Branch,1.0
Locality,,1.0,1,,Forrest,1.0
Locality,,1.0,1,,Fort,1.0
Locality,,1.0,1,,Fort Kochi,1.0
Locality,,3.0,3,,Fort Oglethorpe,1.0
Locality,,1.0,1,,Fort Street,1.0
Locality,,1.0,1,,"Fort, Colombo 01",1.0
Locality,,2.0,2,,"Fortune Inn Grazia, Sector 27, Noida",1.0
Locality,,2.0,2,,"Fortune Select Excalibur, Sohna Road",1.0
Locality,,1.0,1,,"Fortune Select Global, MG Road",1.0
Locality,,1.0,1,,Fountainbridge,1.0
Locality,,4.0,4,,Fraser Road Area,1.0
Locality,,2.0,2,,Friends Colony,1.0
Locality,,3.0,3,,"Fun City Mall, Prashant Vihar",1.0
Locality,,38.0,38,,GTB Nagar,1.0
Locality,,1.0,1,,Gachibowli,1.0
Locality,,6.0,6,,Gainesville,1.0
Locality,,1.0,1,,Gajapati Nagar,1.0
Locality,,1.0,1,,"Galeria River, Copacabana",1.0
Locality,,1.0,1,,"Gandaria City Mall, Gandaria",1.0
Locality,,1.0,1,,Gandhi Nagar,1.0
Locality,,1.0,1,,Gandhipuram,1.0
Locality,,8.0,8,,"Ganga Shopping Complex, Sector 29",1.0
Locality,,1.0,1,,"Garden of Five Senses, Saket",1.0
Locality,,2.0,2,,Gardens,1.0
Locality,,14.0,14,,"Gardens Galleria, Sector 38 Noida",1.0
Locality,,1.0,1,,Garsfontein,1.0
Locality,,3.0,3,,Gazi Osman Paï¿½ï¿½a,1.0
Locality,,34.0,34,,Geeta Colony,1.0
Locality,,1.0,1,,"Ghanem Business Center, Fereej Bin Mahmoud",1.0
Locality,,1.0,1,,Ghatlodia,1.0
Locality,,2.0,2,,"Ginger Hotel, Vivek Vihar",1.0
Locality,,1.0,1,,"Glenfair Boulevard, Lynnwood  ",1.0
Locality,,7.0,7,,"Global Foyer Mall, Golf Course Road",1.0
Locality,,1.0,1,,Godaulia,1.0
Locality,,3.0,3,,Gokulam,1.0
Locality,,4.0,4,,Golambar,1.0
Locality,,1.0,1,,"Golden Square, City Light",1.0
Locality,,1.0,1,,"Goldfinch Hotel, Balmatta",1.0
Locality,,1.0,1,,Golf Course,1.0
Locality,,27.0,27,,Golf Course Road,1.0
Locality,,1.0,1,,Golpark,1.0
Locality,,12.0,12,,Gomti Nagar,1.0
Locality,,1.0,1,,Gopalapuram,1.0
Locality,,1.0,1,,"Gourmet Hub, Pashim Vihar",1.0
Locality,,1.0,1,,"Grand Hotel, MG Road",1.0
Locality,,2.0,2,,"Grand Indonesia Mall, Thamrin",1.0
Locality,,66.0,66,,Greater Kailash (GK) 1,1.0
Locality,,66.0,66,,Greater Kailash (GK) 2,1.0
Locality,,5.0,5,,Greater Kailash (GK) 3,1.0
Locality,,38.0,38,,Greater Noida,1.0
Locality,,1.0,1,,Greater South Side,1.0
Locality,,46.0,46,,Green Park,1.0
Locality,,3.0,3,,Green Point,1.0
Locality,,1.0,1,,"Greenlyn Village, Menlopark, Near Lynnwood",1.0
Locality,,1.0,1,,Greenside,1.0
Locality,,1.0,1,,Grovetown,1.0
Locality,,39.0,39,,Gujranwala Town,1.0
Locality,,1.0,1,,Gulmohar Colony,1.0
Locality,,3.0,3,,Gurdev Nagar,1.0
Locality,,2.0,2,,Gurukul,1.0
Locality,,1.0,1,,Gï¿½ï¿½vea,1.0
Locality,,1.0,1,,HIG-LIG,1.0
Locality,,1.0,1,,"Haji Lane, Rochor",1.0
Locality,,1.0,1,,Halwan Suburb,1.0
Locality,,1.0,1,,Hamilton,1.0
Locality,,1.0,1,,Hampankatta,1.0
Locality,,1.0,1,,Handsworth,1.0
Locality,,1.0,1,,Harborne,1.0
Locality,,2.0,2,,Harmu,1.0
Locality,,3.0,3,,"Harsha Mall, Greater Noida",1.0
Locality,,1.0,1,,Hathi Gate,1.0
Locality,,3.0,3,,Hathibarkala Salwala,1.0
Locality,,74.0,74,,Hauz Khas,1.0
Locality,,24.0,24,,Hauz Khas Village,1.0
Locality,,2.0,2,,"Havelock Town, Colombo 05",1.0
Locality,,1.0,1,,Haymarket,1.0
Locality,,3.0,3,,Hazratganj,1.0
Locality,,4.0,4,,Helen,1.0
Locality,,1.0,1,,Henderson,1.0
Locality,,2.0,2,,Hepburn Springs,1.0
Locality,,1.0,1,,Heritage Town,1.0
Locality,,1.0,1,,"Hill Road, Bandra West",1.0
Locality,,1.0,1,,"Hillcrest, Bukit Timah",1.0
Locality,,3.0,3,,Hindpiri,1.0
Locality,,2.0,2,,Hitech City,1.0
Locality,,1.0,1,,Holiday Inn Express & Suites,1.0
Locality,,2.0,2,,"Holiday Inn Jaipur City Centre, Bais Godam",1.0
Locality,,1.0,1,,"Holiday Inn, Aerocity",1.0
Locality,,2.0,2,,"Holiday Inn, Mayur Vihar",1.0
Locality,,3.0,3,,"Hong Kong Bazaar Mall, Sector 57, Gurgaon",1.0
Locality,,2.0,2,,"Hotel Broadway, Daryaganj",1.0
Locality,,1.0,1,,"Hotel Capitol Hill, Hindpiri",1.0
Locality,,2.0,2,,"Hotel City Park, Pitampura",1.0
Locality,,2.0,2,,"Hotel Clark Inn, Sector 15",1.0
Locality,,1.0,1,,"Hotel Clarks Amer, Malviya Nagar",1.0
Locality,,2.0,2,,"Hotel Classic Diplomat, Mahipalpur",1.0
Locality,,1.0,1,,"Hotel De Pondicherry, White Town",1.0
Locality,,1.0,1,,"Hotel Express Towers, Alkapuri",1.0
Locality,,3.0,3,,"Hotel Golf View, Sector 37, Noida",1.0
Locality,,1.0,1,,"Hotel Green Olive, Nirala Bazar",1.0
Locality,,1.0,1,,"Hotel GreenPark, Vizag",1.0
Locality,,2.0,2,,"Hotel Grenville, MG Road",1.0
Locality,,2.0,2,,"Hotel Haute.Monde, Sector 15",1.0
Locality,,1.0,1,,"Hotel Intercontinental Doha, Westbay",1.0
Locality,,1.0,1,,"Hotel Maurya, Lodipur",1.0
Locality,,1.0,1,,"Hotel Novotel, Maharani Peta",1.0
Locality,,2.0,2,,"Hotel Regent Grand, Karol Bagh",1.0
Locality,,1.0,1,,Hotel Royal Cliff,1.0
Locality,,3.0,3,,"Hotel Saffron Kiran, Faridabad",1.0
Locality,,1.0,1,,"Hotel Shangri-La, Sudirman",1.0
Locality,,6.0,6,,"Hotel The Royal Plaza, Janpath",1.0
Locality,,1.0,1,,"Hotel Unique, Jardim Paulista",1.0
Locality,,7.0,7,,"Huda City Centre Metro Station, Sector 29, Gurgaon",1.0
Locality,,1.0,1,,Huskisson,1.0
Locality,,2.0,2,,Hyatt Place Gurgaon,1.0
Locality,,6.0,6,,"Hyatt Regency, Bhikaji Cama Place",1.0
Locality,,1.0,1,,"Hyatt Regency, Rajguru Nagar",1.0
Locality,,5.0,5,,Hyde Park,1.0
Locality,,4.0,4,,I-Drive/Universal,1.0
Locality,,1.0,1,,"IBIS Hotel, Golf Course Road",1.0
Locality,,1.0,1,,IIT Kanpur,1.0
Locality,,4.0,4,,INA,1.0
Locality,,3.0,3,,INA Colony,1.0
Locality,,47.0,47,,IP Extension,1.0
Locality,,6.0,6,,"ITC Maurya, Chanakyapuri",1.0
Locality,,2.0,2,,"ITC Mughal, Tajganj",1.0
Locality,,4.0,4,,ITO,1.0
Locality,,1.0,1,,Illovo,1.0
Locality,,6.0,6,,India Gate,1.0
Locality,,1.0,1,,Indian Rocks/Indian Shores,1.0
Locality,,6.0,6,,Indiranagar,1.0
Locality,,5.0,5,,Indirapuram,1.0
Locality,,1.0,1,,Indraprastha Colony,1.0
Locality,,1.0,1,,"Infiniti Hotel, Vijay Nagar",1.0
Locality,,1.0,1,,"International Business Center, Piplod",1.0
Locality,,1.0,1,,Inverloch,1.0
Locality,,9.0,9,,Iowa City,1.0
Locality,,3.0,3,,Ipanema,1.0
Locality,,3.0,3,,Itaim Bibi,1.0
Locality,,1.0,1,,Ittige Gudu,1.0
Locality,,5.0,5,,"JMD Kohinoor Mall, Greater Kailash",1.0
Locality,,1.0,1,,"JMD Megapolis Mall, Sohna Road",1.0
Locality,,2.0,2,,"JMD Regent Arcade Mall, MG Road",1.0
Locality,,10.0,10,,JNU,1.0
Locality,,1.0,1,,JP Nagar,1.0
Locality,,1.0,1,,JW Marriott New Delhi,1.0
Locality,,1.0,1,,Jagadamba Junction,1.0
Locality,,61.0,61,,Jail Road,1.0
Locality,,13.0,13,,"Jaipuria Plaza, Sector 26, Noida",1.0
Locality,,3.0,3,,Jakhan,1.0
Locality,,26.0,26,,Jama Masjid,1.0
Locality,,46.0,46,,Janakpuri,1.0
Locality,,57.0,57,,Jangpura,1.0
Locality,,39.0,39,,Janpath,1.0
Locality,,3.0,3,,Jardim Paulista,1.0
Locality,,21.0,21,,Jasola,1.0
Locality,,3.0,3,,Jayalakhsmipuram,1.0
Locality,,4.0,4,,"Jaypee Greens Golf & Spa Resort, Surajpur",1.0
Locality,,2.0,2,,"Jaypee Greens, Greater Noida, Noida",1.0
Locality,,2.0,2,,"Jaypee Siddharth, Rajendra Place",1.0
Locality,,5.0,5,,"Jaypee Vasant Continental, Vasant Vihar",1.0
Locality,,1.0,1,,Jewellery Quarter,1.0
Locality,,1.0,1,,Johnston,1.0
Locality,,1.0,1,,Jor Bagh,1.0
Locality,,7.0,7,,Jubilee Hills,1.0
Locality,,1.0,1,,Juhu,1.0
Locality,,1.0,1,,"Jukaso It Suites, Sector 14",1.0
Locality,,1.0,1,,Jumeirah 1,1.0
Locality,,1.0,1,,K Hotel,1.0
Locality,,1.0,1,,KS Rao Nagar,1.0
Locality,,3.0,3,,Kacheripady,1.0
Locality,,3.0,3,,Kadri,1.0
Locality,,1.0,1,,Kadru,1.0
Locality,,1.0,1,,KadÛ±kï¿½_y Merkez,1.0
Locality,,1.0,1,,Kahuku,1.0
Locality,,22.0,22,,Kailash Colony,1.0
Locality,,1.0,1,,Kailua Kona,1.0
Locality,,1.0,1,,Kaimuki,1.0
Locality,,3.0,3,,Kakkanad,1.0
Locality,,73.0,73,,Kalkaji,1.0
Locality,,2.0,2,,Kaloor,1.0
Locality,,3.0,3,,Kalyani Nagar,1.0
Locality,,65.0,65,,Kamla Nagar,1.0
Locality,,3.0,3,,Kanka,1.0
Locality,,1.0,1,,Kankanady,1.0
Locality,,2.0,2,,Kapashera,1.0
Locality,,3.0,3,,Kapitolyo,1.0
Locality,,4.0,4,,Karakï¿½_y,1.0
Locality,,3.0,3,,Karampura,1.0
Locality,,2.0,2,,Karanpur,1.0
Locality,,23.0,23,,Karkardooma,1.0
Locality,,1.0,1,,Karkhana,1.0
Locality,,76.0,76,,Karol Bagh,1.0
Locality,,1.0,1,,"Kasbah, Greater Kailash (GK) 1",1.0
Locality,,1.0,1,,Kashmiri Gate,1.0
Locality,,1.0,1,,Kaushambi,1.0
Locality,,1.0,1,,KavaklÛ±dere,1.0
Locality,,1.0,1,,"Kay Siang Road, Tanglin",1.0
Locality,,1.0,1,,Kelapa Gading,1.0
Locality,,1.0,1,,"Kentpark AVM, ï¿½ï¿½niversiteler, ï¿½ankaya",1.0
Locality,,1.0,1,,Kenwood,1.0
Locality,,2.0,2,,Khajpura,1.0
Locality,,44.0,44,,Khan Market,1.0
Locality,,1.0,1,,Khandari,1.0
Locality,,1.0,1,,Kidderpore,1.0
Locality,,4.0,4,,Kihei,1.0
Locality,,1.0,1,,Kilpauk,1.0
Locality,,2.0,2,,"Kingdom of Dreams, Sector 29",1.0
Locality,,1.0,1,,Kingman Place Historic District,1.0
Locality,,2.0,2,,Kirlampudi Layout,1.0
Locality,,56.0,56,,Kirti Nagar,1.0
Locality,,1.0,1,,"Kite Beach, Umm Suqeim",1.0
Locality,,1.0,1,,Kodailbail,1.0
Locality,,1.0,1,,Kohefiza,1.0
Locality,,7.0,7,,"Kollupitiya, Colombo 03",1.0
Locality,,1.0,1,,Kondapur,1.0
Locality,,3.0,3,,Koramangala 5th Block,1.0
Locality,,1.0,1,,Koramangala 6th Block,1.0
Locality,,1.0,1,,Koramangala 7th Block,1.0
Locality,,4.0,4,,Koregaon Park,1.0
Locality,,1.0,1,,"Kota Kasablanka, Tebet",1.0
Locality,,1.0,1,,Kotturpuram,1.0
Locality,,1.0,1,,Koï¿½ï¿½uyolu,1.0
Locality,,38.5,77,,Krishna Nagar,2.0
Locality,,2.0,2,,Kuruï¿½_eï¿½ï¿½me,1.0
Locality,,1.0,1,,Kuvempunagar,1.0
Locality,,2.0,2,,KÛ±zÛ±lay,1.0
Locality,,2.0,2,,Kï¿½_ï¿½_ï¿½_k Esat,1.0
Locality,,1.0,1,,LaFayette,1.0
Locality,,9.0,9,,Lado Sarai,1.0
Locality,,1.0,1,,Lago Sul,1.0
Locality,,1.0,1,,Lagoa,1.0
Locality,,5.0,5,,Lahaina,1.0
Locality,,42.0,42,,Lajpat Nagar 1,1.0
Locality,,22.0,22,,Lajpat Nagar 2,1.0
Locality,,2.0,2,,Lajpat Nagar 4,1.0
Locality,,1.0,1,,Lakes Entrance,1.0
Locality,,1.0,1,,Lakeview,1.0
Locality,,2.0,2,,Lal Kothi,1.0
Locality,,1.5,3,,Lalbagh,2.0
Locality,,6.0,6,,Lalpur,1.0
Locality,,3.0,3,,Lanka,1.0
Locality,,2.0,2,,Lava Hot Springs,1.0
Locality,,2.0,2,,"Lavender, Kallang",1.0
Locality,,1.0,1,,Law College Road,1.0
Locality,,15.0,15,,Lawrence Road,1.0
Locality,,2.0,2,,Lawsons Bay,1.0
Locality,,58.0,58,,Laxmi Nagar,1.0
Locality,,1.0,1,,Le Mars,1.0
Locality,,3.0,3,,"Le Meridien Gurgaon, MG Road",1.0
Locality,,6.0,6,,"Le Meridien, Janpath",1.0
Locality,,1.0,1,,"Le Monde, Barra da Tijuca",1.0
Locality,,2.0,2,,Leblon,1.0
Locality,,3.0,3,,"Leisure Inn, Sector 14, Gurgaon",1.0
Locality,,4.0,4,,Leith,1.0
Locality,,2.0,2,,Leme,1.0
Locality,,1.0,1,,"Lemon Tree Premier, Aerocity",1.0
Locality,,1.0,1,,"Lemon Tree Premier, Sector 29",1.0
Locality,,1.0,1,,Levenshulme,1.0
Locality,,1.0,1,,"Lexington Street, Soho",1.0
Locality,,1.0,1,,Linden,1.0
Locality,,1.0,1,,"Linking Road, Bandra West",1.0
Locality,,1.0,1,,Little Baguio,1.0
Locality,,1.0,1,,"Little Tokyo, Legaspi Village, Makati City",1.0
Locality,,13.0,13,,"Living Style Mall, Jasola",1.0
Locality,,31.0,31,,Lodhi Colony,1.0
Locality,,19.0,19,,Lodhi Road,1.0
Locality,,3.0,3,,Lodipur,1.0
Locality,,30.0,30,,"Logix City Centre, Sector 32, Noida",1.0
Locality,,2.0,2,,"Logix Cyber Park, Sector 62, Noida",1.0
Locality,,1.0,1,,"Long Acre, Covent Garden",1.0
Locality,,1.0,1,,Lorn,1.0
Locality,,1.0,1,,Lorne Street,1.0
Locality,,3.0,3,,Lower Parel,1.0
Locality,,2.0,2,,"LuLu Mall, Edappally",1.0
Locality,,1.0,1,,Lyall Bay,1.0
Locality,,1.0,1,,Lynnwood,1.0
Locality,,1.0,1,,"M Cube Mall, Vadiwadi",1.0
Locality,,21.0,63,,MG Road,3.0
Locality,,4.0,4,,"MGF Mega City Mall, MG Road",1.0
Locality,,6.0,6,,"MGF Metropolis Mall, MG Road",1.0
Locality,,24.0,24,,"MGF Metropolitan Mall, MG Road",1.0
Locality,,5.0,5,,"MGF Metropolitan Mall, Saket",1.0
Locality,,6.0,6,,"MGM Club, Daryaganj",1.0
Locality,,7.0,7,,"MSX Mall, Greater Noida",1.0
Locality,,1.0,1,,MVP Colony,1.0
Locality,,1.0,1,,Macedon,1.0
Locality,,10.0,10,,Macon,1.0
Locality,,1.0,1,,Macunkï¿½_y,1.0
Locality,,1.0,1,,Maddilapalem,1.0
Locality,,1.0,1,,Madeira Beach/Redington Beach,1.0
Locality,,2.0,2,,Madhapur,1.0
Locality,,1.0,1,,Madinat Zayed,1.0
Locality,,1.0,1,,"Madinat Zayed Shopping Centre, Madinat Zayed ",1.0
Locality,,1.0,1,,Madureira,1.0
Locality,,5.0,5,,Maharana Pratap Nagar,1.0
Locality,,2.0,2,,Maharani Peta,1.0
Locality,,69.0,69,,Mahipalpur,1.0
Locality,,3.0,3,,"Maidens Hotel, Civil Lines",1.0
Locality,,5.0,5,,"Main Market, Sarabha Nagar",1.0
Locality,,1.0,1,,"Majaz Waterfront, Al Majaz 3",1.0
Locality,,1.0,1,,"Majiwada, Thane West",1.0
Locality,,25.0,25,,Majnu ka Tila,1.0
Locality,,3.0,3,,Malad West,1.0
Locality,,4.0,4,,Mall Road,1.0
Locality,,1.0,1,,"Mall of Qatar, Al Gharafa",1.0
Locality,,1.0,1,,"Mall of the Emirates, Barsha 1",1.0
Locality,,1.0,1,,Malsi,1.0
Locality,,1.0,1,,Maltepe,1.0
Locality,,42.5,85,,Malviya Nagar,2.0
Locality,,4.0,4,,Mandi House,1.0
Locality,,1.0,1,,"Mani Square Mall, Kankurgachi",1.0
Locality,,1.0,1,,Mankhool,1.0
Locality,,1.0,1,,Mansingh Road,1.0
Locality,,2.0,2,,Marathahalli,1.0
Locality,,3.0,3,,"Marina Centre, Downtown Core",1.0
Locality,,1.0,1,,Marion,1.0
Locality,,2.0,2,,Market Street,1.0
Locality,,1.0,1,,Marshalltown,1.0
Locality,,2.0,2,,Mathura Road,1.0
Locality,,1.0,1,,"Maurya Lok, Fraser Road Area",1.0
Locality,,15.0,15,,Mayapuri Phase 2,1.0
Locality,,2.0,2,,Mayfair,1.0
Locality,,1.0,1,,"Mayfair Lagoon, Jayadev Vihar",1.0
Locality,,1.0,1,,Mayfield,1.0
Locality,,84.0,84,,Mayur Vihar Phase 1,1.0
Locality,,29.0,29,,Mayur Vihar Phase 2,1.0
Locality,,32.0,32,,Mayur Vihar Phase 3,1.0
Locality,,1.0,1,,Mc Millan,1.0
Locality,,20.0,20,,Mehrauli,1.0
Locality,,1.0,1,,"Melrose Arch, Melrose ",1.0
Locality,,1.0,1,,"Menlyn Boutique Hotel, Menlyn",1.0
Locality,,1.0,1,,"Menlyn Maine, Waterkloof Glen",1.0
Locality,,2.0,2,,"Menlyn Shopping Centre, Menlyn",1.0
Locality,,1.0,1,,Meridian,1.0
Locality,,3.0,3,,"Metro Walk Mall, Rohini",1.0
Locality,,1.0,1,,Middleton Beach,1.0
Locality,,1.0,1,,Miller,1.0
Locality,,2.0,2,,Mills 50,1.0
Locality,,1.0,1,,Mission Bay,1.0
Locality,,1.0,1,,Moda,1.0
Locality,,1.0,1,,Model Town 1,1.0
Locality,,25.0,25,,Model Town 2,1.0
Locality,,10.0,10,,Model Town 3,1.0
Locality,,1.0,1,,Moema,1.0
Locality,,1.0,1,,Mohan Nagar,1.0
Locality,,23.0,23,,"Moments Mall, Kirti Nagar",1.0
Locality,,1.0,1,,Mondha,1.0
Locality,,1.0,1,,Monroe,1.0
Locality,,1.0,1,,Montville,1.0
Locality,,2.0,2,,"Mosaic Hotels, Sector 18, Noida ",1.0
Locality,,2.0,2,,Moseley,1.0
Locality,,5.0,5,,Moti Bagh,1.0
Locality,,40.0,40,,Moti Nagar,1.0
Locality,,1.0,1,,Mt Albert,1.0
Locality,,3.0,3,,Mt Eden,1.0
Locality,,1.0,1,,Mt Victoria,1.0
Locality,,68.0,68,,Mukherjee Nagar,1.0
Locality,,43.0,43,,Munirka,1.0
Locality,,1.0,1,,Musheireb,1.0
Locality,,1.0,1,,"Mushrif Mall, Al Mushrif",1.0
Locality,,1.0,1,,Mussafah Sanaiya,1.0
Locality,,1.0,1,,Muwailih Commercial,1.0
Locality,,1.0,1,,Mylapore,1.0
Locality,,4.0,4,,NIT,1.0
Locality,,2.0,2,,Nadesar,1.0
Locality,,60.0,60,,Najafgarh,1.0
Locality,,3.0,3,,Najda,1.0
Locality,,1.0,1,,Nampa,1.0
Locality,,41.0,41,,Nangloi,1.0
Locality,,1.0,1,,Nanpura,1.0
Locality,,54.0,54,,Naraina,1.0
Locality,,8.0,8,,Narela,1.0
Locality,,1.0,1,,"Nassima Royal Hotel, Trade Centre Area",1.0
Locality,,1.0,1,,Navarre,1.0
Locality,,2.0,2,,Navrangpura,1.0
Locality,,32.0,32,,Nehru Place,1.0
Locality,,1.0,1,,"Neil Road, Outram",1.0
Locality,,1.0,1,,"Nelson Mandela Square, Sandown",1.0
Locality,,1.0,1,,Nerul,1.0
Locality,,48.0,48,,Netaji Subhash Place,1.0
Locality,,1.0,1,,New BEL Road,1.0
Locality,,47.0,47,,New Friends Colony,1.0
Locality,,3.0,3,,New Palasia,1.0
Locality,,1.0,1,,New Tampa,1.0
Locality,,4.0,4,,New Town,1.0
Locality,,1.0,1,,Newlands,1.0
Locality,,1.0,1,,Newmarket,1.0
Locality,,1.0,1,,"Nicolway Shopping Centre, Bryanston",1.0
Locality,,2.0,2,,"Ninex City Mart Mall, Sohna Road",1.0
Locality,,4.0,4,,Nirala Bazar,1.0
Locality,,10.0,10,,Nizamuddin,1.0
Locality,,1.0,1,,"North Bridge Road, Rochor",1.0
Locality,,1.0,1,,Northeast St Petersburg,1.0
Locality,,4.0,4,,Northern Quarter,1.0
Locality,,2.0,2,,Nungambakkam,1.0
Locality,,1.0,1,,"Nuvali, Don Jose, Santa Rosa",1.0
Locality,,1.0,1,,Nyay Nagar,1.0
Locality,,1.0,1,,Ohri' Hitech City,1.0
Locality,,1.0,1,,Ojo Caliente,1.0
Locality,,8.0,8,,Okhla Phase 1,1.0
Locality,,6.0,6,,Okhla Phase 2,1.0
Locality,,1.0,1,,"Old Dutch Hospital, Fort",1.0
Locality,,2.0,2,,Old Palasia,1.0
Locality,,41.0,41,,Old Railway Road,1.0
Locality,,9.0,9,,Old Town,1.0
Locality,,1.0,1,,"Omaxe Celebration Mall, Sohna Road, Gurgaon",1.0
Locality,,3.0,3,,Omaxe Gurgaon Mall,1.0
Locality,,8.0,8,,"One Horizon Center, Golf Course Road",1.0
Locality,,1.0,1,,"One and Only Hotel, V & A Waterfront",1.0
Locality,,2.0,2,,Oxford Road,1.0
Locality,,1.0,1,,PAU,1.0
Locality,,13.0,13,,PVR Anupam Complex,1.0
Locality,,1.0,1,,"Pacific Mall, Jakhan",1.0
Locality,,27.0,27,,"Pacific Mall, Tagore Garden",1.0
Locality,,64.0,64,,Paharganj,1.0
Locality,,1.0,1,,"Pai Hotels, Doora",1.0
Locality,,1.0,1,,Paia,1.0
Locality,,60.0,60,,Palam,1.0
Locality,,49.0,49,,Palam Vihar,1.0
Locality,,1.0,1,,Palarivattom,1.0
Locality,,9.0,9,,"Palate of Delhi, Chanakyapuri",1.0
Locality,,1.0,1,,Palm Cove,1.0
Locality,,1.0,1,,Palma Ceia,1.0
Locality,,1.0,1,,Paltan Bazaar,1.0
Locality,,4.0,4,,Panaji,1.0
Locality,,3.0,3,,Panampilly Nagar,1.0
Locality,,4.0,4,,Panchsheel Park,1.0
Locality,,1.0,1,,Panchvati,1.0
Locality,,10.0,10,,Pandara Road Market,1.0
Locality,,20.0,20,,Pandav Nagar,1.0
Locality,,1.0,1,,Parade,1.0
Locality,,1.0,1,,Parijat Nagar,1.0
Locality,,1.0,1,,"Park Ascent, Sector 62, Noida",1.0
Locality,,1.0,1,,"Park Inn, Sector 15, Gurgaon",1.0
Locality,,3.0,3,,"Park Plaza Hotel, Sector 55, Noida",1.0
Locality,,1.0,1,,"Park Plaza, Sector 21, Faridabad",1.0
